id,front_shoulder_px,front_hip_px,front_knee_px,front_elbow_px,front_ankle_px,front_height_px,side_shoulder_span_px,side_hip_span_px,side_knee_span_px,side_elbow_span_px,side_height_px
syn_f000000-0-Pre,0.22975407512539683,0.13211408512908776,0.1336954833915995,0.5740184241090887,0.10263518406452671,1.0,0.005111291061450622,0.009986518236660817,0.013666792922146807,0.8595650861512251,1.3491191382507182
syn_f000002-3-Pre,0.2513573659163115,0.1446775379864241,0.14858039375166246,0.6101457558055833,0.10501582848021236,1.0,0.003922329578997011,0.01056795820413754,0.020315044577013906,0.8911050257550671,1.385048069022783
syn_f000005-3-Pre,0.23597588133017186,0.1365305892661721,0.1470337117551068,0.5718754342042487,0.10831772790302176,1.0,0.004458084430227044,0.0027985474049483823,0.005753606571395774,0.8513099229310712,1.3616587904531974
syn_f000006-0-Pre,0.2168291802094619,0.12432247011667982,0.11020563870720365,0.5576303340779084,0.10464400839987695,1.0,0.001117977252562542,0.007302631872271935,0.00783364320140533,0.7736116126961198,1.2684966717048094
syn_f000008-0-Pos,0.2207503289766129,0.13435389782447169,0.14033600298231894,0.4638231341878717,0.11109196094666343,1.0,0.023985871124732102,0.02185022157320574,0.017749010748929275,0.8104047834093189,1.309343864298917
syn_f000008-1-Pre,0.23540331387444435,0.1364239092394909,0.13460656673372837,0.5899296241429477,0.11453878585327777,1.0,0.02414255834918262,0.021029617088642386,0.01407196490803751,0.8008674963262644,1.2964427520219288
syn_f000009-1-Pos,0.22437578471837208,0.13890352929225952,0.1383174747055518,0.47882212702300375,0.1201220964027972,1.0,0.011018182649054563,0.004079087582764776,0.015693508217079762,0.9062540514810258,1.4030635608913453
syn_f000012-0-Pos,0.22065165941806025,0.13237757062193875,0.1328170440654287,0.47871816919328414,0.11559036364997131,1.0,9.47336033196677e-05,0.009086708855496329,0.020222830199662378,0.9669903952500145,1.4292023650137626
syn_f000012-3-Pos,0.22971831617443902,0.13723904132985312,0.13586437101454374,0.4976495755964406,0.11212347554871718,1.0,0.0030195709800054193,0.004342740294309899,0.01063292464990479,0.957581363753169,1.434362440593129
syn_f000017-2-Pre,0.22554136822623957,0.1297870967451123,0.13520688798647343,0.5524155733175932,0.1061313508767393,1.0,7.42567151913344e-05,0.006755225905297303,0.013098362627567936,0.8453415891933467,1.3202317283997773
syn_f000027-2-Pre,0.2572176643589181,0.1501268225992799,0.1502050721430356,0.605637898650988,0.09380902799355234,1.0,0.010580048522326484,0.0006608725648475656,0.005789198011928933,0.9025777961529633,1.3974233452504303
syn_f000030-0-Pos,0.22260657243307172,0.13451886122343765,0.14014586688677855,0.466188799119417,0.11078122139474174,1.0,0.0127013222593042,0.01422371752840659,0.020672267797242818,0.9213306087840543,1.3927302100366796
syn_f000034-1-Pos,0.23040318213877647,0.139381677766287,0.14939560926043824,0.4903837153903559,0.1424628086928187,1.0,0.01212744697087878,0.014091588882992917,0.012323017924225441,0.8568732619512404,1.363135327028725
syn_f000035-3-Pre,0.24896133870657694,0.14401328267590924,0.1475541336560048,0.6004897083651284,0.10020701654430612,1.0,0.0018022486701381782,0.006282436375295555,0.01192625893391241,0.8663627942054535,1.3682237437415692
syn_f000043-3-Pos,0.23030708483482368,0.13679564821529233,0.13174220401923226,0.49006525902937953,0.10055298410455485,1.0,0.005885112480391308,0.009737768582683954,0.0027829489367032917,0.9072601156792383,1.4016564059996264
syn_f000048-2-Pos,0.2107663025051323,0.1275613106509616,0.1326690107494645,0.44643052676209655,0.1140976792478428,1.0,0.006435170699714913,0.011545108978730857,0.008024451031709394,0.7975214503777016,1.3185128289063652
syn_f000049-0-Pre,0.23321786012863674,0.13486322632189043,0.134772159622561,0.5814047705721563,0.10206527698804746,1.0,0.023413590931221372,0.021709663298891773,0.014723040300144503,0.8385481322349894,1.3252456025178347
syn_f000054-1-Pos,0.21072869138186326,0.1248698019411347,0.11513697485622514,0.46611659340608336,0.09531054905983541,1.0,0.012578965934989162,0.01466445569784767,0.010958336621163103,0.8167154812686536,1.303732924559392
syn_f000064-1-Pos,0.2125806758424314,0.1282357891197808,0.12693992514451669,0.4437356272827076,0.11843518419074213,1.0,0.001998079582551285,0.002236595724601226,0.0013163240152699485,0.8685156111948491,1.3689514161911294
syn_f000064-2-Pre,0.24383762696988664,0.14147107970748052,0.14060954132142828,0.5812270252085997,0.09487888507230034,1.0,0.011614791081387993,0.0020689923766702006,0.00013763025117827503,0.866789433995592,1.3718258486662163
syn_f000067-0-Pos,0.21759510562578216,0.1321828406097556,0.13560788197873927,0.4548685368552072,0.10851329571314963,1.0,0.0038263274271673796,0.010679361249981171,0.015675670856899745,0.889191866933125,1.3701717254716432
syn_f000068-3-Pos,0.21245933800596936,0.1286906644447139,0.1192587586128617,0.465677278554974,0.11155123088789543,1.0,0.0004363505973217902,0.004569105397436327,0.0002756373711134099,0.9139443875484655,1.407929121081809
syn_f000071-0-Pos,0.21359622874479478,0.1285450356737163,0.12990741095279762,0.45757810612818334,0.10620724554852623,1.0,0.006251113843425168,0.011296204116150765,0.01080623118875043,0.8349014003345903,1.333702053915458
syn_f000075-3-Pre,0.232962125603283,0.13509098715288867,0.13255407807844247,0.5743891560626337,0.10040098447356069,1.0,0.007835239623856625,0.0016634064702644384,0.008041631245271519,0.8142742876912784,1.3190336263766291
syn_f000077-2-Pre,0.24146638720917435,0.1397921671866596,0.14422907891934844,0.5939940816562788,0.10736216376132825,1.0,0.004911348708735833,0.003279314095262324,0.005369349811130374,0.8341124890248858,1.3359173385127774
syn_f000078-2-Pre,0.242785582485887,0.13996296709159983,0.13736535643709347,0.5889892753857884,0.09707281803618949,1.0,0.004442064255431591,0.0073128400381959995,0.011357432292433252,0.89227082803505,1.3808731587548184
syn_f000079-3-Pos,0.21966053096753743,0.13403677149981366,0.12816743246886864,0.4788675602289007,0.11521334022640396,1.0,0.0003569902093955832,0.0045035063237271215,0.0002651612361305185,0.8182365843845034,1.3124175975637884
syn_f000086-3-Pre,0.24493898172012843,0.1425396597500702,0.1465556348689743,0.5997727361107491,0.11088213502503755,1.0,0.0029348720042494197,0.007963731155612504,0.006966268990139258,0.8465562336002808,1.3524411273251715
syn_f000088-3-Pre,0.24273783874884303,0.1407859743830533,0.14427949515501287,0.5856131530184544,0.10136367516854244,1.0,0.008989622388633281,0.012979733907800063,0.02084033404112381,0.9342299774999955,1.4163454450010988
syn_f000090-1-Pre,0.23285342236889672,0.13544633090275493,0.13397166571741112,0.5656843062636575,0.09689247859254961,1.0,0.007261512134812876,0.011949374182482451,0.007268072189654934,0.8270867358736833,1.3252345161034118
syn_f000092-1-Pos,0.211692732588341,0.12777731704338538,0.128177168676785,0.4580218439744751,0.11192781345178358,1.0,0.003070997245922197,0.0053316968655277314,0.0022853058739685877,0.7921863408859345,1.3027583155469606
syn_f000093-2-Pos,0.22654035444899748,0.1385079116998554,0.14829685780897073,0.47489440394258714,0.12168862684239211,1.0,0.004622551089189365,0.004196014025204096,0.008628843581201275,0.8592668663329843,1.35951527188007
syn_f000094-2-Pos,0.22052766990408865,0.1332303519818207,0.1345607919045877,0.4716293543487161,0.12862592877025608,1.0,0.007626272781671459,0.0031456452273261348,0.011199146270262151,0.8626293373904069,1.3582176332499145
syn_f000099-0-Pos,0.2277248019683751,0.13893785008800935,0.15059234024438226,0.4754075725375047,0.11470673755091297,1.0,0.024500920924217243,0.024262943524338988,0.022600544545443232,0.8670156921331074,1.3600326258559183
syn_f000101-0-Pre,0.2210611671000651,0.1258495493968657,0.11850391656380943,0.5727412636974165,0.11290454563351782,1.0,0.006849920881245403,0.011434186492006239,0.01149045125365992,0.7973507057917896,1.2926563073311386
syn_f000115-1-Pre,0.21995594857810294,0.12640058442187974,0.12856811267044316,0.545947948064304,0.09830250987365771,1.0,0.005172788094321179,0.004337864808850431,0.009813584267788885,0.8693608795339277,1.3506243121162533
syn_f000118-1-Pre,0.23173819856145195,0.13535792085303133,0.13587345674554124,0.5545369222060121,0.09465259621674381,1.0,0.0038480048405575996,0.0035522337481236304,0.0012585174623023694,0.8138252809080219,1.3088382134417185
syn_f000122-0-Pos,0.2154250948393439,0.12942725294761168,0.1274616848102662,0.4655934933995466,0.10779664302431848,1.0,0.01725917880271793,0.016543048003868337,0.010521636830450582,0.8301954821435913,1.3170152511925937
syn_f000126-2-Pos,0.2309735855964734,0.1376543336155374,0.13756227634804885,0.49887360983035234,0.10845047686189102,1.0,0.019569775212413622,0.01836345782832972,0.014406437819118748,0.9396062361848531,1.4217130310078252
syn_f000127-1-Pos,0.2178678024577593,0.13007839392631632,0.12852923527467888,0.4768895071477937,0.12991936401260515,1.0,0.010383171799170081,0.0023350245866859596,0.008005289890676313,0.9111227530983967,1.3830263767739768
syn_f000137-2-Pos,0.20416450600126312,0.12364751922094426,0.11047440311767857,0.44195483119996054,0.10011517962611031,1.0,0.006432917384294871,0.01024849687116497,0.011768264625370546,0.8497578618294576,1.3447004683317076
syn_f000138-3-Pre,0.2408787458044959,0.1367110977636549,0.13383383531341833,0.5890567190297996,0.09641118889503922,1.0,0.025775041549252874,0.005896119062870433,0.005069899857701321,0.9848099854689855,1.4697648114055548
syn_f000138-3-Pos,0.21966486422535095,0.12997946178601857,0.13034269447391625,0.4748087752866165,0.11947006772386982,1.0,0.02404226783117913,0.00512663156339846,0.006787538974002571,0.9859868980239795,1.4719894669439229
syn_f000141-2-Pos,0.213990274538714,0.13107409730446123,0.13754798190733097,0.44687227820508396,0.13913506916917642,1.0,0.0035945700041364994,0.007088642965218419,0.002081569299628218,0.7874332049090119,1.3075000291544323
syn_f000143-1-Pre,0.2428559932407594,0.13895741560048142,0.14084828267911856,0.6015915548280929,0.10134579059325585,1.0,0.007852869396616375,0.01306297042630744,0.014889736046818999,0.8943460624892245,1.387698086414055
syn_f000153-0-Pre,0.23308962743213268,0.13413338881163292,0.1312846306204535,0.577007820890065,0.10044336298395826,1.0,0.0019132385502496707,0.003919856822680519,0.004522949573842753,0.8795456332184767,1.3597170213025105
syn_f000157-0-Pre,0.24810056889767398,0.14491856554473076,0.15223130509537103,0.5935251261437682,0.11312801320757414,1.0,0.01948732334256992,0.019415088040284325,0.02805735278802742,0.921120262334114,1.4118862041293068
syn_f000157-1-Pos,0.22972312420479585,0.14175729798724013,0.14096742458625233,0.48241416275802845,0.12274567824276938,1.0,0.011660356725589604,0.01484667094228757,0.02664132139947415,0.9190460480049564,1.412907337261642
syn_f000164-3-Pre,0.2496271876808746,0.14503308512317598,0.1508082207359303,0.5973869433002778,0.10384629560343342,1.0,0.008384458127296433,0.011326947553369144,0.006100421938677405,0.8646583378171845,1.350516445084806
syn_f000167-2-Pre,0.252212732840218,0.14648790218318564,0.1508310377613949,0.60828896160745,0.10260353996534756,1.0,0.006791279066216307,0.011806671105111745,0.012262604267829621,0.9025111699171151,1.3991957608777534
syn_f000168-2-Pos,0.2115493985390708,0.12730621952885246,0.12676152205184713,0.4552427146497416,0.10683502151896222,1.0,0.001095702641395701,0.006281080412807174,0.0076601702456293745,0.7947478524904872,1.3020674649599364
syn_f000170-0-Pos,0.22754153187636492,0.13742368128753477,0.14832189317362912,0.4844677819389035,0.12157215602792991,1.0,0.008429274432445788,0.012833273084879086,0.01779875786328809,0.9054976890665999,1.4037312018256596
syn_f000174-2-Pre,0.24064270743807584,0.13899472903327056,0.14838517134311238,0.5918894076739063,0.11344332986301157,1.0,0.0029477872339411268,0.009409635919799814,0.017244329511379615,0.889132628221155,1.3894299410028574
syn_f000178-1-Pos,0.2233989914228854,0.1343060227083554,0.13443300524388213,0.47988414558015646,0.1084628302964723,1.0,0.0033592437610666342,0.004027261755224965,0.004700127313588692,0.8301234970186298,1.3297715165640087
syn_f000183-0-Pos,0.21978266062747082,0.1327543476894797,0.12140524753313202,0.4927781370423156,0.11514032243242259,1.0,0.0008792664917254872,0.008078548452342049,0.012743794554335266,0.8621977400356962,1.3433946103700414
syn_f000184-1-Pre,0.2410257954140174,0.13803658494939283,0.13636395148470692,0.5964297553000855,0.09923010203596923,1.0,0.0012539134243840263,0.005766949014367817,0.008007033829087249,0.9174495655145692,1.402019767334676
syn_f000188-3-Pre,0.25442465714664286,0.1493646884257832,0.16142605407549349,0.6109427879917717,0.11245333338984037,1.0,0.004970209778651532,0.01161493924849042,0.020895597548874125,0.8786807118241856,1.3853424557303686
syn_f000189-2-Pos,0.22567576876560747,0.13545983665602437,0.1331092311053782,0.4795395703515131,0.0970040979211649,1.0,0.008013091758541044,0.010724523161859482,0.008602533367958095,0.839664366266233,1.335747479426949
syn_f000190-1-Pos,0.2232126068628732,0.13393984107925605,0.13831082707822143,0.4844748775243856,0.12327038612077867,1.0,0.007523322026897918,0.011359807890105945,0.012372140291811745,0.9222511656974974,1.4125101721087852
syn_f000193-2-Pos,0.22426758273267516,0.13809791706125646,0.14749664080114638,0.45631781656936493,0.11535645730947666,1.0,0.0010753839632632596,0.010019833813303338,0.01395210394921673,0.8642798043393186,1.3683750883488717
syn_f000195-3-Pos,0.21371715463807467,0.1286573734887434,0.1300804955158656,0.4468186534678129,0.12260626990663592,1.0,0.0049971224303453346,0.0024903852334628085,0.006616906576910051,0.883775381411113,1.3891165842364817
syn_f000197-3-Pos,0.22627186022336168,0.13793708927683412,0.13503123797093028,0.47494128620434256,0.09538037091197599,1.0,0.005269114195265436,0.00924953926615888,0.0007687501936031412,0.7708046351950582,1.2994928180590124
syn_f000201-1-Pos,0.2237220737000659,0.13298627582879907,0.12188740374601613,0.4831378400368178,0.08941479726066624,1.0,0.01034715940900287,0.011885877539708217,0.008966196477874671,0.8294771934848342,1.324675899526286
syn_f000216-3-Pos,0.2320776901877431,0.13902253071617382,0.1407941634725461,0.5042387690660105,0.1299312253647328,1.0,0.0055787403582890464,0.0017270106150238129,0.003953740578664063,0.8600856343879377,1.3630406961832202
syn_f000218-2-Pre,0.22652506151270582,0.13021619833177325,0.1328971001662042,0.5623786974514672,0.10466950563099914,1.0,0.0030280111872251197,0.006824531058103098,0.006010421615556974,0.8580707484600533,1.3489507778764687
syn_f000219-0-Pre,0.23156601562659146,0.13441990094780595,0.14294843086920916,0.5660427667547416,0.10625210955224058,1.0,0.005159764990004209,0.01094344033849362,0.014989581123232952,0.9064081184815423,1.3718754573634617
syn_f000219-2-Pos,0.22466955826030732,0.13533009088909925,0.14407266115789466,0.4807968819406549,0.11666960086359368,1.0,0.00019121357340702867,0.005375908217484765,0.005505848240828859,0.8987378776421086,1.3766498905784712
syn_f000220-2-Pre,0.2607124068663617,0.1512707266267761,0.15813479677598719,0.6222823375023933,0.11556451570377876,1.0,0.004054200882151302,0.00368794527544915,0.009014471002496801,0.9237861533376686,1.4298639717823036
syn_f000227-3-Pre,0.24052285395287573,0.14038962681216668,0.14833438197363594,0.5717992983125432,0.09905386310072024,1.0,0.0013667911274591446,0.007445108899634684,0.010157160813498135,0.8346150114045564,1.352288218549925
syn_f000239-3-Pos,0.20869202563833253,0.12726790267968158,0.12204960267048076,0.44917276427004393,0.11225024687259541,1.0,0.0025577797637185975,0.0028112545203701697,0.0013008970859929392,0.8427843924667109,1.3553761911474604
syn_f000250-1-Pre,0.2400989395890608,0.14068715460616601,0.14289211771330676,0.5746441186822058,0.1010641612763821,1.0,0.004565757057240357,0.005782698159679828,0.013399162684615145,0.8906970410148883,1.3691322617064516
syn_f000252-3-Pre,0.22878884065280475,0.13218750570551174,0.1352974675028587,0.5684778281923741,0.10494641267075397,1.0,0.004566386340217005,0.008403164920775226,0.005878843014668558,0.8069921170033146,1.3212376678089126
syn_f000267-3-Pos,0.20721775968297107,0.12311959345091816,0.11736158898279059,0.4500749671055605,0.10129401405798368,1.0,0.006530794920176083,0.0015813898940772394,0.0033880635309425596,0.8047077928474266,1.3197943289221448
syn_f000273-2-Pos,0.21548622938665452,0.12938770795674154,0.12841298207463084,0.45906896193407754,0.11247739514247784,1.0,0.009707988033505338,0.01291348165515025,0.013003555128300467,0.8972400054131352,1.3746952384294702
syn_f000276-0-Pos,0.2152980064218077,0.1298942802011968,0.13262493916887685,0.4530433329811077,0.12626786312876434,1.0,0.00412750668020067,0.004406022342405874,0.007720082467256987,0.8979216239597807,1.3842273617026273
syn_f000282-0-Pos,0.20701397713449562,0.12468958032842081,0.1237022126114849,0.4463407490650368,0.10812873364893791,1.0,0.0056110217216655675,0.0034101243581549285,0.005844455739074097,0.8484555085489148,1.3430967979724935
syn_f000282-3-Pre,0.23226715563393027,0.13376419932528374,0.13524612062968916,0.5780676131058025,0.10418767880679465,1.0,0.001020019825515854,0.006297061167725425,0.005640123861970791,0.8448998010247278,1.3474189583174612
syn_f000289-2-Pre,0.2468598304407041,0.14311440029262193,0.14494542431127336,0.6079303182715378,0.10511750759960443,1.0,0.010740949298340484,0.012499562697247963,0.011382082450053005,0.860929421442201,1.3681581198832906
syn_f000293-2-Pre,0.2405217868996036,0.13932961848859454,0.1400596534387557,0.5763788120398662,0.0946994331776279,1.0,0.013538392697134412,0.00130244451321198,0.008822889870299467,0.882791340865393,1.3729926043105734
syn_f000294-2-Pos,0.23840822606426906,0.14612450360294593,0.1591750323828602,0.4887849222915017,0.11684113750857802,1.0,0.005692887242684975,0.00038896289844509287,0.009565239225428245,0.7968583384914781,1.3363698623667972
syn_f000297-2-Pos,0.22177136614780316,0.13106963182643377,0.13453893185364552,0.499507888118985,0.12398222166133606,1.0,0.016794640732692608,0.0015170217996295522,0.012082671115195063,0.9361638804208223,1.4294885901293675
syn_f000302-0-Pos,0.20661273868496233,0.12392319259671529,0.1224381697191943,0.4443889652164634,0.10324632610436794,1.0,0.010262390114183388,0.012295714809513409,0.005948120547738621,0.8179914908491661,1.312645955395554
syn_f000314-0-Pre,0.22451929527603753,0.12933024159375964,0.12892055169661504,0.5566232148816344,0.09869656112779687,1.0,0.003440707063409331,0.008652971728243431,0.010203772702095526,0.808620288279486,1.3049915080372614
syn_f000314-3-Pos,0.2130338923960365,0.12983026429902988,0.134830999023249,0.4477564979874319,0.11272663360887893,1.0,0.006127657612751355,0.002294414079044801,0.003392351376815561,0.807874572491349,1.314283211695657
syn_f000316-3-Pre,0.22969162662265658,0.1318472200053985,0.1347673553731115,0.5670515893553907,0.10895815597858992,1.0,0.006771824999257992,0.007898657902014453,0.016148384250784138,0.9007704270946373,1.3997660732599342
syn_f000318-3-Pre,0.2605251386096538,0.15113963105353279,0.14843043671670944,0.6244491027339216,0.094721960590374,1.0,0.010278735253697293,0.014505490955269653,0.01956291051693759,0.8726561859295359,1.3778967615913953
syn_f000323-0-Pos,0.21310916259493679,0.12804050289641195,0.12874597809879473,0.45470526422145624,0.10804869974037969,1.0,0.0053848367538172895,0.009953451869326873,0.010981767463649384,0.8846468586164375,1.3610750578868096
syn_f000329-2-Pre,0.24488185755754502,0.14267883142610335,0.1478871717544786,0.5819536465280681,0.09854322020188454,1.0,0.009069725560341012,0.012271552105685672,0.010956097590754946,0.8692083647474307,1.3655669341570695
syn_f000329-3-Pos,0.22634715189543508,0.1375285540212954,0.14739927674388797,0.47793725443541685,0.12398917998063386,1.0,0.008822816970333254,0.01151629288622361,0.008286537955614863,0.8628753263207212,1.3744910255285983
syn_f000330-2-Pos,0.2337430184029567,0.14427158050289496,0.15327523823690203,0.4937171312901363,0.13535753248492416,1.0,0.01717727275758073,0.018386692346476528,0.025308824805963494,0.8789736658979632,1.4044538272228708
syn_f000337-3-Pre,0.2529745751336712,0.1447355611770431,0.13779546492315395,0.614525347983478,0.09901155829601735,1.0,0.002929873001914469,0.009087105758673435,0.02196028772005093,0.9863981681310643,1.465679117056015
syn_f000343-0-Pos,0.22184905050948828,0.1337454040906115,0.1184871085498067,0.49149347648621294,0.1045647874055588,1.0,0.006157897182025796,0.002359102265807892,0.007096436763943631,0.9334070249141136,1.4181845817935554
syn_f000343-2-Pre,0.24984410244607538,0.142551142302717,0.1312444875376558,0.6198699920664603,0.09245372900987818,1.0,0.002205114528330201,0.003952903647017873,0.004442885900874037,0.9158599648601989,1.4139331462562685
syn_f000345-2-Pre,0.23380655941753417,0.1364193867605819,0.14369049327425762,0.5594971961955557,0.10653161367989493,1.0,0.005832331796647194,0.0007682185004255285,0.0171608452969631,0.8939032575354424,1.3756576010156878
syn_f000346-2-Pre,0.24205159708134047,0.14307357549665065,0.13047082619731779,0.5972169228543417,0.11114752233984837,1.0,0.0024396977376521384,0.007734870474651557,0.011222845161053489,0.939356131546586,1.4270896880760984
syn_f000349-2-Pos,0.2249241758821956,0.13877419156777926,0.1354032193208723,0.48181153455734665,0.11890563908190775,1.0,0.004115731419363575,0.004975189656818765,0.004847495131253838,0.890537540589626,1.3883189894629415
syn_f000359-2-Pos,0.22512714767382241,0.13763329122132956,0.14784400589875007,0.47314931792603043,0.13093804931106676,1.0,0.004624056213562993,0.0035966980505577804,0.004153114853849388,0.8285377359325896,1.3438606259140058
syn_f000364-3-Pos,0.22219564312593057,0.13603848939196087,0.13394011145580503,0.47072628393721516,0.11255103067299226,1.0,0.007608415299452256,0.010438791082582086,0.009180515210156028,0.8401479514072142,1.3288549343913483
